repeat,fold,split_id,city_position,city_key,n_train,n_valid
3,2,11,9,丽水,33,8
3,2,11,12,乐山,33,8
3,2,11,26,惠州,33,8
3,2,11,29,汕头,33,8
3,2,11,30,海口,33,8
3,2,11,33,澄迈,33,8
3,2,11,39,陵水,33,8
3,3,12,2,上饶,33,8
3,3,12,10,义乌,33,8
3,3,12,16,信阳,33,8
3,3,12,18,六安,33,8
3,3,12,19,兰州,33,8
3,3,12,27,文昌,33,8
3,3,12,34,珠海,33,8
3,3,12,36,琼海,33,8
3,4,13,0,万宁,33,8
3,4,13,6,中卫,33,8
3,4,13,7,中山,33,8
3,4,13,8,临高,33,8
3,4,13,11,乐东,33,8
3,4,13,32,清远,33,8
3,4,13,35,琼中,33,8
3,4,13,37,白沙,33,8
3,5,14,14,五指山,33,8
3,5,14,15,佛山,33,8
3,5,14,17,儋州,33,8
3,5,14,20,北京,33,8
3,5,14,23,定安,33,8
3,5,14,24,屯昌,33,8
3,5,14,25,广州,33,8
3,5,14,28,昌江,33,8
4,1,15,1,上海,32,9
4,1,15,5,东营,32,9
4,1,15,7,中山,32,9
4,1,15,11,乐东,32,9
4,1,15,17,儋州,32,9
4,1,15,23,定安,32,9
4,1,15,27,文昌,32,9
4,1,15,29,汕头,32,9
4,1,15,38,肇庆,32,9
4,2,16,10,义乌,33,8
4,2,16,15,佛山,33,8
4,2,16,19,兰州,33,8
4,2,16,20,北京,33,8
4,2,16,21,北海,33,8
4,2,16,24,屯昌,33,8
4,2,16,31,深圳,33,8
4,2,16,35,琼中,33,8
4,3,17,3,东方,33,8
4,3,17,9,丽水,33,8
4,3,17,12,乐山,33,8
4,3,17,16,信阳,33,8
4,3,17,18,六安,33,8
4,3,17,28,昌江,33,8
4,3,17,32,清远,33,8
4,3,17,33,澄迈,33,8
4,4,18,6,中卫,33,8
4,4,18,8,临高,33,8
4,4,18,14,五指山,33,8
4,4,18,22,合肥,33,8
4,4,18,25,广州,33,8
4,4,18,26,惠州,33,8
4,4,18,30,海口,33,8
4,4,18,37,白沙,33,8
4,5,19,0,万宁,33,8
4,5,19,2,上饶,33,8
4,5,19,4,东莞,33,8
4,5,19,13,九江,33,8
4,5,19,34,珠海,33,8
4,5,19,36,琼海,33,8
4,5,19,39,陵水,33,8
4,5,19,40,韶关,33,8
5,1,20,1,上海,32,9
5,1,20,13,九江,32,9
5,1,20,16,信阳,32,9
5,1,20,17,儋州,32,9
5,1,20,18,六安,32,9
5,1,20,23,定安,32,9
5,1,20,28,昌江,32,9
5,1,20,34,珠海,32,9
5,1,20,36,琼海,32,9
5,2,21,3,东方,33,8
5,2,21,11,乐东,33,8
5,2,21,14,五指山,33,8
5,2,21,15,佛山,33,8
5,2,21,20,北京,33,8
5,2,21,21,北海,33,8
5,2,21,22,合肥,33,8
5,2,21,35,琼中,33,8
5,3,22,2,上饶,33,8
5,3,22,4,东莞,33,8
5,3,22,6,中卫,33,8
5,3,22,7,中山,33,8
5,3,22,9,丽水,33,8
5,3,22,25,广州,33,8
5,3,22,31,深圳,33,8
5,3,22,40,韶关,33,8
5,4,23,0,万宁,33,8
5,4,23,8,临高,33,8
5,4,23,12,乐山,33,8
5,4,23,26,惠州,33,8
5,4,23,30,海口,33,8
5,4,23,32,清远,33,8
5,4,23,33,澄迈,33,8
5,4,23,37,白沙,33,8
5,5,24,5,东营,33,8
5,5,24,10,义乌,33,8
5,5,24,19,兰州,33,8
5,5,24,24,屯昌,33,8
5,5,24,27,文昌,33,8
5,5,24,29,汕头,33,8
5,5,24,38,肇庆,33,8
5,5,24,39,陵水,33,8
6,1,25,6,中卫,32,9
6,1,25,7,中山,32,9
6,1,25,9,丽水,32,9
6,1,25,12,乐山,32,9
6,1,25,13,九江,32,9
6,1,25,17,儋州,32,9
6,1,25,23,定安,32,9
6,1,25,29,汕头,32,9
6,1,25,39,陵水,32,9
6,2,26,8,临高,33,8
6,2,26,14,五指山,33,8
6,2,26,15,佛山,33,8
6,2,26,19,兰州,33,8
6,2,26,21,北海,33,8
6,2,26,26,惠州,33,8
6,2,26,30,海口,33,8
6,2,26,34,珠海,33,8
6,3,27,3,东方,33,8
6,3,27,4,东莞,33,8
6,3,27,5,东营,33,8
6,3,27,10,义乌,33,8
6,3,27,24,屯昌,33,8
6,3,27,28,昌江,33,8
6,3,27,33,澄迈,33,8
6,3,27,37,白沙,33,8
6,4,28,0,万宁,33,8
6,4,28,11,乐东,33,8
6,4,28,18,六安,33,8
6,4,28,20,北京,33,8
6,4,28,25,广州,33,8
6,4,28,31,深圳,33,8
6,4,28,32,清远,33,8
6,4,28,35,琼中,33,8
6,5,29,1,上海,33,8
6,5,29,2,上饶,33,8
6,5,29,16,信阳,33,8
6,5,29,22,合肥,33,8
6,5,29,27,文昌,33,8
6,5,29,36,琼海,33,8
6,5,29,38,肇庆,33,8
6,5,29,40,韶关,33,8
7,1,30,3,东方,32,9
7,1,30,5,东营,32,9
7,1,30,7,中山,32,9
7,1,30,13,九江,32,9
7,1,30,20,北京,32,9
7,1,30,28,昌江,32,9
7,1,30,29,汕头,32,9
7,1,30,36,琼海,32,9
7,1,30,40,韶关,32,9
7,2,31,4,东莞,33,8
7,2,31,8,临高,33,8
7,2,31,12,乐山,33,8
7,2,31,14,五指山,33,8
7,2,31,21,北海,33,8
7,2,31,25,广州,33,8
7,2,31,26,惠州,33,8
7,2,31,33,澄迈,33,8
7,3,32,1,上海,33,8
7,3,32,11,乐东,33,8
7,3,32,15,佛山,33,8
7,3,32,16,信阳,33,8
7,3,32,23,定安,33,8
7,3,32,30,海口,33,8
7,3,32,34,珠海,33,8
7,3,32,39,陵水,33,8
7,4,33,2,上饶,33,8
7,4,33,9,丽水,33,8
7,4,33,22,合肥,33,8
7,4,33,24,屯昌,33,8
7,4,33,27,文昌,33,8
7,4,33,35,琼中,33,8
7,4,33,37,白沙,33,8
7,4,33,38,肇庆,33,8
7,5,34,0,万宁,33,8
7,5,34,6,中卫,33,8
7,5,34,10,义乌,33,8
7,5,34,17,儋州,33,8
7,5,34,18,六安,33,8
7,5,34,19,兰州,33,8
7,5,34,31,深圳,33,8
7,5,34,32,清远,33,8
8,1,35,4,东莞,32,9
8,1,35,9,丽水,32,9
8,1,35,12,乐山,32,9
8,1,35,16,信阳,32,9
8,1,35,27,文昌,32,9
8,1,35,29,汕头,32,9
8,1,35,33,澄迈,32,9
8,1,35,38,肇庆,32,9
8,1,35,40,韶关,32,9
8,2,36,5,东营,33,8
8,2,36,6,中卫,33,8
8,2,36,10,义乌,33,8
8,2,36,11,乐东,33,8
8,2,36,14,五指山,33,8
8,2,36,18,六安,33,8
8,2,36,20,北京,33,8
8,2,36,26,惠州,33,8
8,3,37,0,万宁,33,8
8,3,37,3,东方,33,8
8,3,37,7,中山,33,8
8,3,37,8,临高,33,8
8,3,37,22,合肥,33,8
8,3,37,23,定安,33,8
8,3,37,25,广州,33,8
8,3,37,30,海口,33,8
8,4,38,1,上海,33,8
8,4,38,2,上饶,33,8
8,4,38,13,九江,33,8
8,4,38,15,佛山,33,8
8,4,38,17,儋州,33,8
8,4,38,21,北海,33,8
8,4,38,31,深圳,33,8
8,4,38,32,清远,33,8
8,5,39,19,兰州,33,8
8,5,39,24,屯昌,33,8
8,5,39,28,昌江,33,8
8,5,39,34,珠海,33,8
8,5,39,35,琼中,33,8
8,5,39,36,琼海,33,8
8,5,39,37,白沙,33,8
8,5,39,39,陵水,33,8
9,1,40,1,上海,32,9
9,1,40,6,中卫,32,9
9,1,40,7,中山,32,9
9,1,40,9,丽水,32,9
9,1,40,10,义乌,32,9
9,1,40,12,乐山,32,9
9,1,40,21,北海,32,9
9,1,40,30,海口,32,9
9,1,40,36,琼海,32,9
9,2,41,0,万宁,33,8
9,2,41,14,五指山,33,8
9,2,41,17,儋州,33,8
9,2,41,19,兰州,33,8
9,2,41,22,合肥,33,8
9,2,41,23,定安,33,8
9,2,41,24,屯昌,33,8
9,2,41,31,深圳,33,8
9,3,42,5,东营,33,8
9,3,42,8,临高,33,8
9,3,42,11,乐东,33,8
9,3,42,13,九江,33,8
9,3,42,25,广州,33,8
9,3,42,37,白沙,33,8
9,3,42,38,肇庆,33,8
9,3,42,39,陵水,33,8
9,4,43,2,上饶,33,8
9,4,43,3,东方,33,8
9,4,43,4,东莞,33,8
9,4,43,15,佛山,33,8
9,4,43,16,信阳,33,8
9,4,43,18,六安,33,8
9,4,43,28,昌江,33,8
9,4,43,34,珠海,33,8
9,5,44,20,北京,33,8
9,5,44,26,惠州,33,8
9,5,44,27,文昌,33,8
9,5,44,29,汕头,33,8
9,5,44,32,清远,33,8
9,5,44,33,澄迈,33,8
9,5,44,35,琼中,33,8
9,5,44,40,韶关,33,8
10,1,45,4,东莞,32,9
10,1,45,5,东营,32,9
10,1,45,13,九江,32,9
10,1,45,14,五指山,32,9
10,1,45,24,屯昌,32,9
10,1,45,27,文昌,32,9
10,1,45,30,海口,32,9
10,1,45,33,澄迈,32,9
10,1,45,35,琼中,32,9
10,2,46,11,乐东,33,8
10,2,46,18,六安,33,8
10,2,46,19,兰州,33,8
10,2,46,20,北京,33,8
10,2,46,28,昌江,33,8
10,2,46,29,汕头,33,8
10,2,46,32,清远,33,8
10,2,46,37,白沙,33,8
10,3,47,3,东方,33,8
10,3,47,6,中卫,33,8
10,3,47,9,丽水,33,8
10,3,47,12,乐山,33,8
10,3,47,15,佛山,33,8
10,3,47,17,儋州,33,8
10,3,47,38,肇庆,33,8
10,3,47,40,韶关,33,8
10,4,48,0,万宁,33,8
10,4,48,7,中山,33,8
10,4,48,8,临高,33,8
10,4,48,10,义乌,33,8
10,4,48,16,信阳,33,8
10,4,48,25,广州,33,8
10,4,48,34,珠海,33,8
10,4,48,36,琼海,33,8
10,5,49,1,上海,33,8
10,5,49,2,上饶,33,8
10,5,49,21,北海,33,8
10,5,49,22,合肥,33,8
10,5,49,23,定安,33,8
10,5,49,26,惠州,33,8
10,5,49,31,深圳,33,8
10,5,49,39,陵水,33,8
11,1,50,6,中卫,32,9
11,1,50,10,义乌,32,9
11,1,50,23,定安,32,9
11,1,50,24,屯昌,32,9
11,1,50,25,广州,32,9
11,1,50,27,文昌,32,9
11,1,50,28,昌江,32,9
11,1,50,31,深圳,32,9
11,1,50,35,琼中,32,9
11,2,51,0,万宁,33,8
11,2,51,1,上海,33,8
11,2,51,8,临高,33,8
11,2,51,11,乐东,33,8
11,2,51,13,九江,33,8
11,2,51,20,北京,33,8
11,2,51,26,惠州,33,8
11,2,51,39,陵水,33,8
11,3,52,9,丽水,33,8
11,3,52,15,佛山,33,8
11,3,52,16,信阳,33,8
11,3,52,17,儋州,33,8
11,3,52,18,六安,33,8
11,3,52,29,汕头,33,8
11,3,52,30,海口,33,8
11,3,52,33,澄迈,33,8
11,4,53,2,上饶,33,8
11,4,53,3,东方,33,8
11,4,53,12,乐山,33,8
11,4,53,19,兰州,33,8
11,4,53,22,合肥,33,8
11,4,53,34,珠海,33,8
11,4,53,37,白沙,33,8
11,4,53,38,肇庆,33,8
11,5,54,4,东莞,33,8
11,5,54,5,东营,33,8
11,5,54,7,中山,33,8
11,5,54,14,五指山,33,8
11,5,54,21,北海,33,8
11,5,54,32,清远,33,8
11,5,54,36,琼海,33,8
11,5,54,40,韶关,33,8
12,1,55,7,中山,32,9
12,1,55,8,临高,32,9
12,1,55,10,义乌,32,9
12,1,55,12,乐山,32,9
12,1,55,17,儋州,32,9
12,1,55,23,定安,32,9
12,1,55,26,惠州,32,9
12,1,55,33,澄迈,32,9
12,1,55,37,白沙,32,9
12,2,56,1,上海,33,8
12,2,56,5,东营,33,8
12,2,56,9,丽水,33,8
12,2,56,18,六安,33,8
12,2,56,24,屯昌,33,8
12,2,56,30,海口,33,8
12,2,56,32,清远,33,8
12,2,56,35,琼中,33,8
12,3,57,0,万宁,33,8
12,3,57,3,东方,33,8
12,3,57,6,中卫,33,8
12,3,57,20,北京,33,8
12,3,57,22,合肥,33,8
12,3,57,29,汕头,33,8
12,3,57,34,珠海,33,8
12,3,57,36,琼海,33,8
12,4,58,13,九江,33,8
12,4,58,14,五指山,33,8
12,4,58,16,信阳,33,8
12,4,58,19,兰州,33,8
12,4,58,27,文昌,33,8
12,4,58,31,深圳,33,8
12,4,58,38,肇庆,33,8
12,4,58,40,韶关,33,8
12,5,59,2,上饶,33,8
12,5,59,4,东莞,33,8
12,5,59,11,乐东,33,8
12,5,59,15,佛山,33,8
12,5,59,21,北海,33,8
12,5,59,25,广州,33,8
12,5,59,28,昌江,33,8
12,5,59,39,陵水,33,8
13,1,60,5,东营,32,9
13,1,60,6,中卫,32,9
13,1,60,8,临高,32,9
13,1,60,16,信阳,32,9
13,1,60,22,合肥,32,9
13,1,60,24,屯昌,32,9
13,1,60,28,昌江,32,9
13,1,60,36,琼海,32,9
13,1,60,39,陵水,32,9
13,2,61,9,丽水,33,8
13,2,61,12,乐山,33,8
13,2,61,13,九江,33,8
13,2,61,14,五指山,33,8
13,2,61,20,北京,33,8
13,2,61,21,北海,33,8
13,2,61,30,海口,33,8
13,2,61,35,琼中,33,8
13,3,62,7,中山,33,8
13,3,62,10,义乌,33,8
13,3,62,18,六安,33,8
13,3,62,25,广州,33,8
13,3,62,29,汕头,33,8
13,3,62,33,澄迈,33,8
13,3,62,34,珠海,33,8
13,3,62,40,韶关,33,8
13,4,63,0,万宁,33,8
13,4,63,2,上饶,33,8
13,4,63,11,乐东,33,8
13,4,63,17,儋州,33,8
13,4,63,19,兰州,33,8
13,4,63,26,惠州,33,8
13,4,63,32,清远,33,8
13,4,63,37,白沙,33,8
13,5,64,1,上海,33,8
13,5,64,3,东方,33,8
13,5,64,4,东莞,33,8
13,5,64,15,佛山,33,8
13,5,64,23,定安,33,8
13,5,64,27,文昌,33,8
13,5,64,31,深圳,33,8
13,5,64,38,肇庆,33,8
14,1,65,1,上海,32,9
14,1,65,5,东营,32,9
14,1,65,7,中山,32,9
14,1,65,14,五指山,32,9
14,1,65,18,六安,32,9
14,1,65,21,北海,32,9
14,1,65,31,深圳,32,9
14,1,65,32,清远,32,9
14,1,65,35,琼中,32,9
14,2,66,0,万宁,33,8
14,2,66,11,乐东,33,8
14,2,66,12,乐山,33,8
14,2,66,13,九江,33,8
14,2,66,19,兰州,33,8
14,2,66,22,合肥,33,8
14,2,66,26,惠州,33,8
14,2,66,27,文昌,33,8
14,3,67,2,上饶,33,8
14,3,67,15,佛山,33,8
14,3,67,16,信阳,33,8
14,3,67,17,儋州,33,8
14,3,67,29,汕头,33,8
14,3,67,30,海口,33,8
14,3,67,37,白沙,33,8
14,3,67,39,陵水,33,8
14,4,68,4,东莞,33,8
14,4,68,8,临高,33,8
14,4,68,20,北京,33,8
14,4,68,23,定安,33,8
14,4,68,34,珠海,33,8
14,4,68,36,琼海,33,8
14,4,68,38,肇庆,33,8
14,4,68,40,韶关,33,8
14,5,69,3,东方,33,8
14,5,69,6,中卫,33,8
14,5,69,9,丽水,33,8
14,5,69,10,义乌,33,8
14,5,69,24,屯昌,33,8
14,5,69,25,广州,33,8
14,5,69,28,昌江,33,8
14,5,69,33,澄迈,33,8
15,1,70,0,万宁,32,9
15,1,70,1,上海,32,9
15,1,70,5,东营,32,9
15,1,70,7,中山,32,9
15,1,70,10,义乌,32,9
15,1,70,16,信阳,32,9
15,1,70,21,北海,32,9
15,1,70,24,屯昌,32,9
15,1,70,34,珠海,32,9
15,2,71,9,丽水,33,8
15,2,71,17,儋州,33,8
15,2,71,22,合肥,33,8
15,2,71,23,定安,33,8
15,2,71,26,惠州,33,8
15,2,71,28,昌江,33,8
15,2,71,31,深圳,33,8
15,2,71,40,韶关,33,8
15,3,72,2,上饶,33,8
15,3,72,3,东方,33,8
15,3,72,4,东莞,33,8
15,3,72,20,北京,33,8
15,3,72,29,汕头,33,8
15,3,72,32,清远,33,8
15,3,72,33,澄迈,33,8
15,3,72,38,肇庆,33,8
15,4,73,13,九江,33,8
15,4,73,14,五指山,33,8
15,4,73,15,佛山,33,8
15,4,73,19,兰州,33,8
15,4,73,25,广州,33,8
15,4,73,27,文昌,33,8
15,4,73,30,海口,33,8
15,4,73,36,琼海,33,8
15,5,74,6,中卫,33,8
15,5,74,8,临高,33,8
15,5,74,11,乐东,33,8
15,5,74,12,乐山,33,8
15,5,74,18,六安,33,8
15,5,74,35,琼中,33,8
15,5,74,37,白沙,33,8
15,5,74,39,陵水,33,8
16,1,75,13,九江,32,9
16,1,75,22,合肥,32,9
16,1,75,25,广州,32,9
16,1,75,27,文昌,32,9
16,1,75,29,汕头,32,9
16,1,75,31,深圳,32,9
16,1,75,32,清远,32,9
16,1,75,34,珠海,32,9
16,1,75,36,琼海,32,9
16,2,76,2,上饶,33,8
16,2,76,9,丽水,33,8
16,2,76,10,义乌,33,8
16,2,76,11,乐东,33,8
16,2,76,14,五指山,33,8
16,2,76,17,儋州,33,8
16,2,76,20,北京,33,8
16,2,76,24,屯昌,33,8
16,3,77,3,东方,33,8
16,3,77,19,兰州,33,8
16,3,77,21,北海,33,8
16,3,77,23,定安,33,8
16,3,77,30,海口,33,8
16,3,77,35,琼中,33,8
16,3,77,38,肇庆,33,8
16,3,77,40,韶关,33,8
16,4,78,0,万宁,33,8
16,4,78,5,东营,33,8
16,4,78,7,中山,33,8
16,4,78,15,佛山,33,8
16,4,78,18,六安,33,8
16,4,78,28,昌江,33,8
16,4,78,33,澄迈,33,8
16,4,78,39,陵水,33,8
16,5,79,1,上海,33,8
16,5,79,4,东莞,33,8
16,5,79,6,中卫,33,8
16,5,79,8,临高,33,8
16,5,79,12,乐山,33,8
16,5,79,16,信阳,33,8
16,5,79,26,惠州,33,8
16,5,79,37,白沙,33,8
17,1,80,6,中卫,32,9
17,1,80,9,丽水,32,9
17,1,80,18,六安,32,9
17,1,80,22,合肥,32,9
17,1,80,28,昌江,32,9
17,1,80,29,汕头,32,9
17,1,80,33,澄迈,32,9
17,1,80,34,珠海,32,9
17,1,80,39,陵水,32,9
17,2,81,1,上海,33,8
17,2,81,8,临高,33,8
17,2,81,13,九江,33,8
17,2,81,16,信阳,33,8
17,2,81,17,儋州,33,8
17,2,81,19,兰州,33,8
17,2,81,36,琼海,33,8
17,2,81,37,白沙,33,8
17,3,82,3,东方,33,8
17,3,82,4,东莞,33,8
17,3,82,10,义乌,33,8
17,3,82,14,五指山,33,8
17,3,82,15,佛山,33,8
17,3,82,21,北海,33,8
17,3,82,23,定安,33,8
17,3,82,30,海口,33,8
17,4,83,5,东营,33,8
17,4,83,11,乐东,33,8
17,4,83,20,北京,33,8
17,4,83,25,广州,33,8
17,4,83,26,惠州,33,8
17,4,83,31,深圳,33,8
17,4,83,32,清远,33,8
17,4,83,35,琼中,33,8
17,5,84,0,万宁,33,8
17,5,84,2,上饶,33,8
17,5,84,7,中山,33,8
17,5,84,12,乐山,33,8
17,5,84,24,屯昌,33,8
17,5,84,27,文昌,33,8
17,5,84,38,肇庆,33,8
17,5,84,40,韶关,33,8
18,1,85,6,中卫,32,9
18,1,85,9,丽水,32,9
18,1,85,10,义乌,32,9
18,1,85,20,北京,32,9
18,1,85,24,屯昌,32,9
18,1,85,28,昌江,32,9
18,1,85,31,深圳,32,9
18,1,85,36,琼海,32,9
18,1,85,38,肇庆,32,9
18,2,86,1,上海,33,8
18,2,86,2,上饶,33,8
18,2,86,5,东营,33,8
18,2,86,13,九江,33,8
18,2,86,14,五指山,33,8
18,2,86,18,六安,33,8
18,2,86,22,合肥,33,8
18,2,86,26,惠州,33,8
18,3,87,0,万宁,33,8
18,3,87,3,东方,33,8
18,3,87,12,乐山,33,8
18,3,87,16,信阳,33,8
18,3,87,19,兰州,33,8
18,3,87,21,北海,33,8
18,3,87,30,海口,33,8
18,3,87,40,韶关,33,8
18,4,88,4,东莞,33,8
18,4,88,8,临高,33,8
18,4,88,17,儋州,33,8
18,4,88,25,广州,33,8
18,4,88,29,汕头,33,8
18,4,88,32,清远,33,8
18,4,88,33,澄迈,33,8
18,4,88,34,珠海,33,8
18,5,89,7,中山,33,8
18,5,89,11,乐东,33,8
18,5,89,15,佛山,33,8
18,5,89,23,定安,33,8
18,5,89,27,文昌,33,8
18,5,89,35,琼中,33,8
18,5,89,37,白沙,33,8
18,5,89,39,陵水,33,8
19,1,90,3,东方,32,9
19,1,90,7,中山,32,9
19,1,90,13,九江,32,9
19,1,90,19,兰州,32,9
19,1,90,23,定安,32,9
19,1,90,30,海口,32,9
19,1,90,34,珠海,32,9
19,1,90,36,琼海,32,9
19,1,90,40,韶关,32,9
19,2,91,6,中卫,33,8
19,2,91,9,丽水,33,8
19,2,91,11,乐东,33,8
19,2,91,14,五指山,33,8
19,2,91,22,合肥,33,8
19,2,91,28,昌江,33,8
19,2,91,33,澄迈,33,8
19,2,91,38,肇庆,33,8
19,3,92,2,上饶,33,8
19,3,92,4,东莞,33,8
19,3,92,5,东营,33,8
19,3,92,15,佛山,33,8
19,3,92,18,六安,33,8
19,3,92,27,文昌,33,8
19,3,92,29,汕头,33,8
19,3,92,35,琼中,33,8
19,4,93,1,上海,33,8
19,4,93,8,临高,33,8
19,4,93,12,乐山,33,8
19,4,93,16,信阳,33,8
19,4,93,21,北海,33,8
19,4,93,26,惠州,33,8
19,4,93,37,白沙,33,8
19,4,93,39,陵水,33,8
19,5,94,0,万宁,33,8
19,5,94,10,义乌,33,8
19,5,94,17,儋州,33,8
19,5,94,20,北京,33,8
19,5,94,24,屯昌,33,8
19,5,94,25,广州,33,8
19,5,94,31,深圳,33,8
19,5,94,32,清远,33,8
20,1,95,5,东营,32,9
20,1,95,8,临高,32,9
20,1,95,9,丽水,32,9
20,1,95,19,兰州,32,9
20,1,95,22,合肥,32,9
20,1,95,23,定安,32,9
20,1,95,36,琼海,32,9
20,1,95,39,陵水,32,9
20,1,95,40,韶关,32,9
20,2,96,6,中卫,33,8
20,2,96,10,义乌,33,8
20,2,96,13,九江,33,8
20,2,96,18,六安,33,8
20,2,96,20,北京,33,8
20,2,96,34,珠海,33,8
20,2,96,35,琼中,33,8
20,2,96,37,白沙,33,8
20,3,97,4,东莞,33,8
20,3,97,11,乐东,33,8
20,3,97,14,五指山,33,8
20,3,97,15,佛山,33,8
20,3,97,16,信阳,33,8
20,3,97,24,屯昌,33,8
20,3,97,28,昌江,33,8
20,3,97,38,肇庆,33,8
20,4,98,1,上海,33,8
20,4,98,2,上饶,33,8
20,4,98,17,儋州,33,8
20,4,98,21,北海,33,8
20,4,98,25,广州,33,8
20,4,98,26,惠州,33,8
20,4,98,29,汕头,33,8
20,4,98,32,清远,33,8
20,5,99,0,万宁,33,8
20,5,99,3,东方,33,8
20,5,99,7,中山,33,8
20,5,99,12,乐山,33,8
20,5,99,27,文昌,33,8
20,5,99,30,海口,33,8
20,5,99,31,深圳,33,8
20,5,99,33,澄迈,33,8
